date,value
2022/12/11-20:35:15,3577.418
2022/12/11-20:35:30,3577.418
2022/12/11-20:35:45,3577.418
2022/12/11-20:36:00,3577.418
2022/12/11-20:36:15,3577.418
2022/12/11-20:36:30,3577.418
2022/12/11-20:36:45,3577.418
2022/12/11-20:37:00,3577.418
2022/12/11-20:37:15,3577.418
2022/12/11-20:37:30,3577.418
2022/12/11-20:37:45,3577.418
2022/12/11-20:38:00,3577.418
2022/12/11-20:38:15,3577.418
2022/12/11-20:38:30,3577.418
2022/12/11-20:38:45,3577.418
2022/12/11-20:39:00,3577.418
2022/12/11-20:39:15,3577.418
2022/12/11-20:39:30,3577.418
2022/12/11-20:39:45,3577.418
2022/12/11-20:40:00,3577.418
2022/12/11-20:40:15,3577.418
2022/12/11-20:40:30,3577.418
2022/12/11-20:40:45,3577.418
2022/12/11-20:41:00,3577.418
2022/12/11-20:41:15,3577.418
2022/12/11-20:41:30,3577.418
2022/12/11-20:41:45,3577.418
2022/12/11-20:42:00,3577.418
2022/12/11-20:42:15,3577.418
2022/12/11-20:42:30,3577.418
2022/12/11-20:42:45,3577.418
2022/12/11-20:43:00,3577.418
2022/12/11-20:43:15,3577.418
2022/12/11-20:43:30,3577.418
2022/12/11-20:43:45,3577.418
2022/12/11-20:44:00,3577.418
2022/12/11-20:44:15,3577.418
2022/12/11-20:44:30,3577.418
2022/12/11-20:44:45,3577.418
2022/12/11-20:45:00,3577.418
2022/12/11-20:45:15,3577.418
2022/12/11-20:45:30,3577.418
2022/12/11-20:45:45,3577.418
2022/12/11-20:46:00,3577.418
2022/12/11-20:46:15,3577.418
2022/12/11-20:46:30,3577.418
2022/12/11-20:46:45,3577.418
2022/12/11-20:47:00,3577.418
2022/12/11-20:47:15,3577.418
2022/12/11-20:47:30,3577.418
2022/12/11-20:47:45,3577.418
2022/12/11-20:48:00,3577.418
2022/12/11-20:48:15,3577.418
2022/12/11-20:48:30,3577.418
2022/12/11-20:48:45,3577.418
2022/12/11-20:49:00,3577.418
2022/12/11-20:49:15,3577.418
2022/12/11-20:49:30,3577.418
2022/12/11-20:49:45,3577.418
2022/12/11-20:50:00,3577.418
2022/12/11-20:50:15,3577.418
2022/12/11-20:50:30,3577.418
2022/12/11-20:50:45,3577.418
2022/12/11-20:51:00,3577.418
2022/12/11-20:51:15,3577.418
2022/12/11-20:51:30,3577.418
2022/12/11-20:51:45,3577.418
2022/12/11-20:52:00,3577.418
2022/12/11-20:52:15,3577.418
2022/12/11-20:52:30,3577.418
2022/12/11-20:52:45,3577.418
2022/12/11-20:53:00,3577.418
2022/12/11-20:53:15,3577.418
2022/12/11-20:53:30,3577.418
2022/12/11-20:53:45,3577.418
2022/12/11-20:54:00,3577.418
2022/12/11-20:54:15,3577.418
2022/12/11-20:54:30,3577.418
2022/12/11-20:54:45,3577.418
2022/12/11-20:55:00,3577.418
2022/12/11-20:55:15,3577.418
2022/12/11-20:55:30,3577.418
2022/12/11-20:55:45,3577.418
2022/12/11-20:56:00,3577.418
2022/12/11-20:56:15,3577.418
2022/12/11-20:56:30,3577.418
2022/12/11-20:56:45,3577.418
2022/12/11-20:57:00,3577.418
2022/12/11-20:57:15,3577.418
2022/12/11-20:57:30,3577.418
2022/12/11-20:57:45,3577.418
2022/12/11-20:58:00,3577.418
2022/12/11-20:58:15,3577.418
2022/12/11-20:58:30,3577.418
2022/12/11-20:58:45,3577.418
2022/12/11-20:59:00,3577.418
2022/12/11-20:59:15,3577.418
2022/12/11-20:59:30,3577.418
2022/12/11-20:59:45,3577.418
2022/12/11-21:00:00,3577.418
2022/12/11-21:00:15,3577.418
2022/12/11-21:00:30,3577.418
2022/12/11-21:00:45,3577.418
2022/12/11-21:01:00,3577.418
2022/12/11-21:01:15,3577.418
2022/12/11-21:01:30,3577.418
2022/12/11-21:01:45,3577.418
2022/12/11-21:02:00,3577.418
2022/12/11-21:02:15,3577.418
2022/12/11-21:02:30,3577.418
2022/12/11-21:02:45,3577.418
2022/12/11-21:03:00,3577.418
2022/12/11-21:03:15,3577.418
2022/12/11-21:03:30,3577.418
2022/12/11-21:03:45,3577.418
2022/12/11-21:04:00,3577.418
2022/12/11-21:04:15,3577.418
2022/12/11-21:04:30,3577.418
2022/12/11-21:04:45,3577.418
2022/12/11-21:05:00,3577.418
2022/12/11-21:05:15,3577.418
2022/12/11-21:05:30,3577.418
2022/12/11-21:05:45,3577.418
2022/12/11-21:06:00,3577.418
2022/12/11-21:06:15,3577.418
2022/12/11-21:06:30,3577.418
2022/12/11-21:06:45,3577.418
2022/12/11-21:07:00,3577.418
2022/12/11-21:07:15,3577.418
2022/12/11-21:07:30,3577.418
2022/12/11-21:07:45,3577.418
2022/12/11-21:08:00,3577.418
2022/12/11-21:08:15,3577.418
2022/12/11-21:08:30,3577.418
2022/12/11-21:08:45,3577.418
2022/12/11-21:09:00,3577.418
2022/12/11-21:09:15,3577.418
2022/12/11-21:09:30,3577.418
2022/12/11-21:09:45,3577.418
2022/12/11-21:10:00,3577.418
2022/12/11-21:10:15,3577.418
2022/12/11-21:10:30,3577.418
2022/12/11-21:10:45,3577.418
2022/12/11-21:11:00,3577.418
2022/12/11-21:11:15,3577.418
2022/12/11-21:11:30,3577.418
2022/12/11-21:11:45,3577.418
2022/12/11-21:12:00,3577.418
2022/12/11-21:12:15,3577.418
2022/12/11-21:12:30,3577.418
2022/12/11-21:12:45,3577.418
2022/12/11-21:13:00,3577.418
2022/12/11-21:13:15,3577.418
2022/12/11-21:13:30,3577.418
2022/12/11-21:13:45,3577.418
2022/12/11-21:14:00,3577.418
2022/12/11-21:14:15,3577.418
2022/12/11-21:14:30,3577.418
2022/12/11-21:14:45,3577.418
2022/12/11-21:15:00,3577.418
2022/12/11-21:15:15,3577.418
2022/12/11-21:15:30,3577.418
2022/12/11-21:15:45,3577.418
2022/12/11-21:16:00,3577.418
2022/12/11-21:16:15,3577.418
2022/12/11-21:16:30,3577.418
2022/12/11-21:16:45,3577.418
2022/12/11-21:17:00,3577.418
2022/12/11-21:17:15,3577.418
2022/12/11-21:17:30,3577.418
2022/12/11-21:17:45,3577.418
2022/12/11-21:18:00,3577.418
2022/12/11-21:18:15,3577.418
2022/12/11-21:18:30,3577.418
2022/12/11-21:18:45,3577.418
2022/12/11-21:19:00,3577.418
2022/12/11-21:19:15,3577.418
2022/12/11-21:19:30,3577.418
2022/12/11-21:19:45,3577.418
2022/12/11-21:20:00,3577.418
2022/12/11-21:20:15,3577.418
2022/12/11-21:20:30,3577.418
2022/12/11-21:20:45,3577.418
2022/12/11-21:21:00,3577.418
2022/12/11-21:21:15,3577.418
2022/12/11-21:21:30,3577.418
2022/12/11-21:21:45,3577.418
2022/12/11-21:22:00,3577.418
2022/12/11-21:22:15,3577.418
2022/12/11-21:22:30,3577.418
2022/12/11-21:22:45,3577.418
2022/12/11-21:23:00,3577.418
2022/12/11-21:23:15,3577.418
2022/12/11-21:23:30,3577.418
2022/12/11-21:23:45,3577.418
2022/12/11-21:24:00,3577.418
2022/12/11-21:24:15,3577.418
2022/12/11-21:24:30,3577.418
2022/12/11-21:24:45,3577.418
2022/12/11-21:25:00,3577.418
2022/12/11-21:25:15,3577.418
2022/12/11-21:25:30,3577.418
2022/12/11-21:25:45,3577.418
2022/12/11-21:26:00,3577.418
2022/12/11-21:26:15,3577.418
2022/12/11-21:26:30,3577.418
2022/12/11-21:26:45,3577.418
2022/12/11-21:27:00,3577.418
2022/12/11-21:27:15,3577.418
2022/12/11-21:27:30,3577.418
2022/12/11-21:27:45,3577.418
2022/12/11-21:28:00,3577.418
2022/12/11-21:28:15,3577.418
2022/12/11-21:28:30,3577.418
2022/12/11-21:28:45,3577.418
2022/12/11-21:29:00,3577.418
2022/12/11-21:29:15,3577.418
2022/12/11-21:29:30,3577.418
2022/12/11-21:29:45,3577.418
2022/12/11-21:30:00,3577.418
2022/12/11-21:30:15,3577.418
2022/12/11-21:30:30,3577.418
2022/12/11-21:30:45,3577.418
2022/12/11-21:31:00,3577.418
2022/12/11-21:31:15,3577.418
2022/12/11-21:31:30,3577.418
2022/12/11-21:31:45,3577.418
2022/12/11-21:32:00,3577.418
2022/12/11-21:32:15,3577.418
2022/12/11-21:32:30,3577.418
2022/12/11-21:32:45,3577.418
2022/12/11-21:33:00,3577.418
2022/12/11-21:33:15,3577.418
2022/12/11-21:33:30,3577.418
2022/12/11-21:33:45,3577.418
2022/12/11-21:34:00,3577.418
2022/12/11-21:34:15,3577.418
2022/12/11-21:34:30,3577.418
2022/12/11-21:34:45,3577.418
2022/12/11-21:35:00,3577.418
